txn_id,user_id,sender_upi,receiver_upi,amount,timestamp,hour,day_of_week,merchant_type,city,upi_app,is_new_merchant,device_change,is_night,avg_user_amount,is_fraud,fraud_type
TXN0009276,USER0008,user8@ibl,merchant30@upi,303.42,2025-10-14 10:09:56.930027,10,1,clothing,Lucknow,Paytm,0,0,0,7367.2,0,none
TXN0001986,USER0331,user331@ybl,merchant190@upi,459.29,2025-10-14 10:15:27.796901,10,1,fuel,Lucknow,GPay,0,0,0,12618.57,0,none
TXN0000512,USER0405,user405@ybl,merchant168@upi,2646.83,2025-10-14 10:23:47.769628,10,1,utility,Delhi,PhonePe,0,0,0,972.05,0,none
TXN0004720,USER0156,user156@okaxis,merchant177@upi,14294.43,2025-10-14 10:32:42.847860,10,1,travel,Pune,AmazonPay,0,0,0,2517.73,0,none
TXN0001493,USER0009,user9@oksbi,merchant91@upi,860.59,2025-10-14 11:03:21.783854,11,1,entertainment,Kolkata,Paytm,0,0,0,1360.92,0,none
TXN0004788,USER0247,user247@ibl,merchant84@upi,24875.67,2025-10-14 11:07:56.849394,11,1,electronics,Chennai,BHIM,0,0,0,1321.3,0,none
TXN0008659,USER0205,user205@okaxis,merchant170@upi,1839.2,2025-10-14 12:07:40.920905,12,1,utility,Pune,BHIM,0,0,0,6878.1,0,none
TXN0009939,USER0455,user455@okhdfcbank,fraud19@upi,45.1,2025-10-14 12:11:39.947765,12,1,unknown,Kolkata,Paytm,1,0,0,4786.02,1,rapid_fire
TXN0006332,USER0209,user209@okhdfcbank,merchant29@upi,2095.68,2025-10-14 12:42:10.873629,12,1,fuel,Lucknow,BHIM,0,0,0,5108.89,0,none
TXN0003001,USER0469,user469@okaxis,merchant185@upi,4626.9,2025-10-14 12:54:46.815959,12,1,utility,Lucknow,GPay,0,0,0,5382.99,0,none
TXN0002081,USER0249,user249@upi,merchant147@upi,1208.53,2025-10-14 13:01:34.798920,13,1,grocery,Mumbai,Paytm,0,0,0,6995.33,0,none
TXN0008864,USER0471,user471@okhdfcbank,merchant57@upi,1134.65,2025-10-14 13:40:34.921927,13,1,clothing,Mumbai,Paytm,0,0,0,2980.39,0,none
TXN0003248,USER0253,user253@ibl,merchant104@upi,4336.2,2025-10-14 13:43:00.820104,13,1,utility,Chennai,AmazonPay,0,0,0,5073.93,0,none
TXN0007840,USER0057,user57@ibl,merchant51@upi,4051.77,2025-10-14 14:28:17.904891,14,1,utility,Delhi,GPay,0,0,0,6439.81,0,none
TXN0009592,USER0141,user141@okaxis,fraud47@upi,14.75,2025-10-14 14:38:27.939783,14,1,unknown,Jaipur,PhonePe,1,1,0,4789.09,1,rapid_fire
TXN0008197,USER0326,user326@okaxis,merchant164@upi,3147.4,2025-10-14 14:40:35.912639,14,1,clothing,Pune,GPay,0,0,0,3311.25,0,none
TXN0003678,USER0209,user209@oksbi,merchant30@upi,1360.06,2025-10-14 15:16:33.828637,15,1,restaurant,Jaipur,PhonePe,0,0,0,6683.48,0,none
TXN0009569,USER0058,user58@ibl,fraud36@upi,115194.84,2025-10-14 15:45:12.939783,15,1,unknown,Mumbai,GPay,1,1,0,8296.77,1,new_device_large
TXN0005213,USER0062,user62@okhdfcbank,merchant196@upi,17545.39,2025-10-14 15:51:08.856663,15,1,electronics,Jaipur,GPay,0,0,0,2860.92,0,none
TXN0009945,USER0138,user138@oksbi,fraud21@upi,36315.34,2025-10-14 16:06:52.947765,16,1,unknown,Chennai,PhonePe,1,1,0,2391.28,1,large_amount
TXN0002187,USER0409,user409@ibl,merchant48@upi,18817.18,2025-10-14 16:43:19.800439,16,1,electronics,Ahmedabad,GPay,0,0,0,7378.41,0,none
TXN0003551,USER0292,user292@ibl,merchant73@upi,512.56,2025-10-14 17:06:07.822117,17,1,grocery,Ahmedabad,AmazonPay,0,0,0,2551.65,0,none
TXN0000472,USER0333,user333@upi,merchant158@upi,723.93,2025-10-14 18:16:14.768622,18,1,restaurant,Pune,AmazonPay,0,1,0,723.93,0,none
TXN0001105,USER0357,user357@upi,merchant135@upi,2568.71,2025-10-14 18:32:21.779333,18,1,utility,Ahmedabad,Paytm,0,0,0,11236.63,0,none
TXN0001082,USER0182,user182@oksbi,merchant136@upi,788.86,2025-10-14 18:33:01.779333,18,1,restaurant,Kolkata,AmazonPay,0,0,0,544.63,0,none
TXN0008363,USER0047,user47@okhdfcbank,merchant50@upi,362.88,2025-10-14 18:40:41.916223,18,1,utility,Hyderabad,Paytm,0,0,0,4069.75,0,none
TXN0001356,USER0205,user205@okhdfcbank,merchant185@upi,1419.34,2025-10-14 20:23:25.783854,20,1,fuel,Delhi,Paytm,0,0,0,16187.82,0,none
TXN0008389,USER0014,user14@oksbi,merchant162@upi,32302.36,2025-10-14 20:33:50.916223,20,1,electronics,Hyderabad,BHIM,1,0,0,3656.76,0,none
TXN0007854,USER0355,user355@ybl,merchant112@upi,593.8,2025-10-14 20:43:51.904891,20,1,entertainment,Jaipur,Paytm,0,0,0,9203.8,0,none
TXN0007405,USER0068,user68@ibl,merchant73@upi,449.07,2025-10-14 20:50:06.898216,20,1,pharmacy,Jaipur,Paytm,0,0,0,3486.45,0,none
TXN0000923,USER0228,user228@upi,merchant182@upi,3840.42,2025-10-14 20:52:43.776312,20,1,clothing,Mumbai,Paytm,0,0,0,676.9,0,none
TXN0001117,USER0406,user406@okhdfcbank,merchant182@upi,1130.58,2025-10-14 21:01:54.780337,21,1,restaurant,Jaipur,GPay,0,0,0,17514.7,0,none
TXN0003127,USER0457,user457@upi,merchant176@upi,1035.78,2025-10-14 21:06:39.818488,21,1,entertainment,Delhi,Paytm,0,0,0,1566.02,0,none
TXN0009887,USER0336,user336@ibl,fraud31@upi,67334.69,2025-10-14 22:03:01.946763,22,1,electronics,Chennai,AmazonPay,1,1,0,5429.86,1,new_device_large
TXN0004882,USER0144,user144@ybl,merchant166@upi,6293.64,2025-10-14 22:04:25.850556,22,1,electronics,Mumbai,BHIM,0,0,0,3337.88,0,none
TXN0001197,USER0063,user63@okaxis,merchant120@upi,1089.36,2025-10-14 22:08:07.781338,22,1,pharmacy,Mumbai,AmazonPay,0,0,0,3901.88,0,none
TXN0000437,USER0024,user24@ybl,merchant160@upi,16768.71,2025-10-14 22:19:07.768622,22,1,electronics,Bangalore,Paytm,0,0,0,21906.83,0,none
TXN0008353,USER0156,user156@oksbi,merchant92@upi,266.75,2025-10-14 22:31:12.914207,22,1,grocery,Jaipur,PhonePe,1,0,0,3002.25,0,none
TXN0007629,USER0269,user269@okhdfcbank,merchant138@upi,1426.17,2025-10-14 22:41:33.901851,22,1,clothing,Chennai,Paytm,0,0,0,4686.65,0,none
TXN0001359,USER0243,user243@ybl,merchant18@upi,309.88,2025-10-14 23:00:45.783854,23,1,pharmacy,Kolkata,GPay,0,0,1,12243.16,0,none
TXN0001066,USER0141,user141@okaxis,merchant97@upi,1471.28,2025-10-14 23:12:32.779333,23,1,restaurant,Kolkata,GPay,0,0,1,1714.11,0,none
TXN0002364,USER0162,user162@oksbi,merchant84@upi,40407.08,2025-10-14 23:16:10.805245,23,1,electronics,Jaipur,PhonePe,0,0,1,826.7,0,none
TXN0000947,USER0186,user186@oksbi,merchant37@upi,142.02,2025-10-14 23:20:34.777315,23,1,restaurant,Pune,Paytm,0,0,1,11152.3,0,none
TXN0002586,USER0182,user182@upi,merchant198@upi,442.81,2025-10-14 23:32:02.808767,23,1,pharmacy,Delhi,PhonePe,0,0,1,1167.86,0,none
TXN0009423,USER0418,user418@ibl,merchant31@upi,1137.4,2025-10-15 00:35:44.936302,0,2,grocery,Ahmedabad,BHIM,0,1,1,4973.05,0,none
TXN0009165,USER0107,user107@okhdfcbank,merchant98@upi,104.95,2025-10-15 01:02:46.930027,1,2,grocery,Hyderabad,Paytm,0,0,1,2691.17,0,none
TXN0009183,USER0352,user352@oksbi,merchant119@upi,753.49,2025-10-15 01:10:00.930027,1,2,grocery,Delhi,Paytm,0,0,1,6267.1,0,none
TXN0006942,USER0048,user48@ybl,merchant197@upi,2269.05,2025-10-15 02:38:49.889372,2,2,fuel,Hyderabad,AmazonPay,0,0,1,2626.81,0,none
TXN0005274,USER0037,user37@ybl,merchant16@upi,15727.48,2025-10-15 03:21:59.856663,3,2,travel,Mumbai,Paytm,0,0,1,6975.33,0,none
TXN0001136,USER0083,user83@ybl,merchant142@upi,1391.82,2025-10-15 03:53:20.780337,3,2,entertainment,Kolkata,Paytm,0,0,1,2382.06,0,none
TXN0006637,USER0174,user174@oksbi,merchant89@upi,617.25,2025-10-15 04:02:30.883804,4,2,pharmacy,Mumbai,GPay,0,0,1,5751.34,0,none
TXN0009149,USER0337,user337@ibl,merchant183@upi,10762.25,2025-10-15 04:20:14.930027,4,2,travel,Chennai,AmazonPay,0,0,1,4258.2,0,none
TXN0002694,USER0146,user146@okhdfcbank,merchant80@upi,3640.76,2025-10-15 05:56:28.810889,5,2,clothing,Mumbai,GPay,0,0,1,2768.94,0,none
TXN0009944,USER0290,user290@ibl,fraud14@upi,11.56,2025-10-15 08:19:43.947765,8,2,unknown,Jaipur,AmazonPay,1,1,0,6328.65,1,rapid_fire
TXN0008798,USER0058,user58@okaxis,merchant67@upi,490.91,2025-10-15 09:07:20.921927,9,2,clothing,Bangalore,GPay,1,0,0,9413.49,0,none
TXN0002988,USER0328,user328@okhdfcbank,merchant98@upi,822.85,2025-10-15 09:16:12.815959,9,2,restaurant,Kolkata,Paytm,0,0,0,12308.67,0,none
TXN0008260,USER0275,user275@okhdfcbank,merchant88@upi,534.71,2025-10-15 09:26:07.914207,9,2,pharmacy,Lucknow,BHIM,0,0,0,2087.91,0,none
TXN0000442,USER0161,user161@okaxis,merchant172@upi,3646.49,2025-10-15 10:50:42.768622,10,2,utility,Lucknow,Paytm,0,0,0,3646.49,0,none
TXN0008932,USER0162,user162@okhdfcbank,merchant126@upi,100.1,2025-10-15 11:01:47.921927,11,2,restaurant,Kolkata,GPay,0,0,0,7612.93,0,none
TXN0006987,USER0154,user154@ibl,merchant120@upi,7599.41,2025-10-15 11:19:32.889926,11,2,travel,Pune,AmazonPay,0,0,0,3928.65,0,none
TXN0005160,USER0325,user325@upi,merchant167@upi,917.82,2025-10-15 11:20:32.855115,11,2,pharmacy,Kolkata,BHIM,0,0,0,6497.77,0,none
TXN0008833,USER0131,user131@okaxis,merchant173@upi,3004.54,2025-10-15 11:21:24.921927,11,2,clothing,Mumbai,AmazonPay,0,0,0,3722.83,0,none
TXN0005376,USER0038,user38@ibl,merchant106@upi,18732.7,2025-10-15 11:28:24.860261,11,2,travel,Mumbai,AmazonPay,0,0,0,3240.02,0,none
TXN0007665,USER0252,user252@okhdfcbank,merchant101@upi,3793.88,2025-10-15 11:43:55.901851,11,2,clothing,Hyderabad,BHIM,0,1,0,3400.54,0,none
TXN0006320,USER0046,user46@oksbi,merchant161@upi,851.26,2025-10-15 12:04:22.873629,12,2,fuel,Ahmedabad,AmazonPay,1,0,0,1477.41,0,none
TXN0001224,USER0073,user73@okaxis,merchant68@upi,6814.27,2025-10-15 12:35:27.782342,12,2,travel,Kolkata,GPay,0,0,0,754.89,0,none
TXN0007623,USER0209,user209@upi,merchant157@upi,2520.2,2025-10-15 14:30:22.901851,14,2,fuel,Pune,AmazonPay,0,0,0,4664.09,0,none
TXN0003049,USER0325,user325@upi,merchant10@upi,648.0,2025-10-15 14:43:30.817474,14,2,restaurant,Jaipur,BHIM,0,0,0,2149.83,0,none
TXN0001228,USER0235,user235@ibl,merchant199@upi,1079.73,2025-10-15 16:26:29.782342,16,2,pharmacy,Chennai,AmazonPay,0,0,0,1893.9,0,none
TXN0001341,USER0128,user128@ibl,merchant27@upi,1522.49,2025-10-15 16:48:49.783854,16,2,grocery,Mumbai,AmazonPay,0,0,0,19699.57,0,none
TXN0007222,USER0316,user316@ibl,merchant76@upi,1014.51,2025-10-15 16:58:26.894621,16,2,restaurant,Ahmedabad,PhonePe,0,0,0,3370.04,0,none
TXN0009428,USER0194,user194@oksbi,merchant31@upi,2778.13,2025-10-15 16:59:47.936302,16,2,fuel,Hyderabad,PhonePe,0,0,0,5560.9,0,none
TXN0006667,USER0346,user346@upi,merchant61@upi,2571.0,2025-10-15 17:30:59.883804,17,2,fuel,Ahmedabad,PhonePe,1,0,0,4042.43,0,none
TXN0000860,USER0070,user70@upi,merchant49@upi,4116.65,2025-10-15 17:54:32.775313,17,2,clothing,Delhi,GPay,0,0,0,11402.38,0,none
TXN0006930,USER0281,user281@ibl,merchant51@upi,1882.34,2025-10-15 17:57:32.888857,17,2,grocery,Hyderabad,PhonePe,0,0,0,2206.73,0,none
TXN0005319,USER0034,user34@oksbi,merchant163@upi,2766.25,2025-10-15 17:58:25.858676,17,2,clothing,Delhi,BHIM,0,0,0,7161.64,0,none
TXN0005409,USER0130,user130@oksbi,merchant194@upi,3319.39,2025-10-15 18:31:47.860793,18,2,utility,Mumbai,AmazonPay,0,0,0,1415.3,0,none
TXN0009133,USER0221,user221@oksbi,merchant94@upi,1521.19,2025-10-15 18:53:58.930027,18,2,grocery,Delhi,BHIM,0,0,0,6061.34,0,none
TXN0008555,USER0382,user382@okhdfcbank,merchant21@upi,1445.95,2025-10-15 18:54:08.919856,18,2,grocery,Lucknow,GPay,1,0,0,7945.01,0,none
TXN0007962,USER0311,user311@oksbi,merchant12@upi,2003.19,2025-10-15 19:00:28.908452,19,2,fuel,Kolkata,Paytm,0,0,0,4101.23,0,none
TXN0000684,USER0132,user132@ibl,merchant190@upi,344.46,2025-10-15 19:25:59.772156,19,2,restaurant,Lucknow,PhonePe,0,0,0,47041.18,0,none
TXN0005671,USER0141,user141@ibl,merchant26@upi,1128.25,2025-10-15 19:41:16.864372,19,2,pharmacy,Mumbai,PhonePe,0,0,0,3206.27,0,none
TXN0008566,USER0121,user121@ybl,merchant98@upi,1977.21,2025-10-15 19:58:52.919856,19,2,grocery,Lucknow,PhonePe,0,0,0,4301.03,0,none
TXN0001670,USER0090,user90@ybl,merchant149@upi,1114.73,2025-10-15 20:05:26.790521,20,2,restaurant,Delhi,AmazonPay,0,1,0,5324.98,0,none
TXN0001168,USER0296,user296@okhdfcbank,merchant129@upi,73.48,2025-10-15 20:12:58.781338,20,2,pharmacy,Pune,GPay,0,0,0,1131.84,0,none
