txn_id,user_id,sender_upi,receiver_upi,amount,timestamp,hour,day_of_week,merchant_type,city,upi_app,is_new_merchant,device_change,is_night,avg_user_amount,is_fraud,fraud_type,is_weekend,is_midnight,is_business_hours,amount_vs_avg_ratio,is_high_amount,is_micro_txn,is_round_amount,log_amount,amount_bucket,txn_count_last_hour,is_high_velocity,txn_count_today,merchant_risk_score,new_merchant_high_amt,suspicious_receiver,merch_clothing,merch_electronics,merch_entertainment,merch_fuel,merch_grocery,merch_pharmacy,merch_restaurant,merch_travel,merch_unknown,merch_utility,device_change_high_amt,night_new_merchant,midnight_high_amount,composite_risk,upi_app_encoded,city_freq_encoded
TXN0007343,USER0141,user141@ybl,merchant37@upi,1501.22,2025-10-13 13:25:46.896134,13,0,entertainment,Bangalore,AmazonPay,0,0,0,5111.45,0,none,0,0,1,0.2937,0,0,0,7.314699292969701,2,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,4,0.1
TXN0006758,USER0079,user79@upi,merchant110@upi,4960.27,2025-10-13 14:35:27.883804,14,0,utility,Chennai,Paytm,0,0,0,6327.55,0,none,0,0,1,0.7839,0,0,0,8.509417035331277,3,1,0,2,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,2,0.0956
TXN0005468,USER0195,user195@okhdfcbank,merchant71@upi,4801.84,2025-10-13 14:39:26.860793,14,0,travel,Kolkata,PhonePe,0,0,0,8141.46,0,none,0,0,1,0.5898,0,0,0,8.476962688596938,3,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,2,1,0.0981
TXN0004007,USER0028,user28@okhdfcbank,merchant60@upi,685.64,2025-10-13 14:44:55.834107,14,0,utility,Chennai,BHIM,0,1,0,5246.41,0,none,0,0,1,0.1307,0,0,0,6.531810137409964,2,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,3,0.0956
TXN0007915,USER0234,user234@oksbi,merchant191@upi,969.26,2025-10-13 15:43:17.906933,15,0,clothing,Bangalore,GPay,0,0,0,7783.82,0,none,0,0,1,0.1245,0,0,0,6.877564076817907,2,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0.1
TXN0007310,USER0177,user177@okaxis,merchant51@upi,17495.01,2025-10-13 16:05:55.896134,16,0,travel,Hyderabad,GPay,0,0,0,4396.51,0,none,0,0,1,3.9793,0,0,0,9.769728133915654,4,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,2,0,0.1026
TXN0005242,USER0118,user118@oksbi,merchant168@upi,1458.2,2025-10-13 16:33:10.856663,16,0,utility,Hyderabad,GPay,0,0,0,4336.92,0,none,0,0,1,0.3362,0,0,0,7.285643619320067,2,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0.1026
TXN0005077,USER0079,user79@okhdfcbank,merchant190@upi,10600.46,2025-10-13 16:41:57.854104,16,0,travel,Lucknow,BHIM,1,0,0,2258.08,0,none,0,0,1,4.6945,0,0,0,9.268747006464503,4,1,0,2,2,1,0,False,False,False,False,False,False,False,True,False,False,0,0,0,4,3,0.1004
TXN0001432,USER0148,user148@upi,merchant45@upi,3838.38,2025-10-13 16:47:44.783854,16,0,utility,Pune,GPay,0,0,0,12042.2,0,none,0,0,1,0.3187,0,0,0,8.25306617421264,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0.0986
TXN0005163,USER0459,user459@upi,merchant45@upi,5790.41,2025-10-13 18:08:19.855115,18,0,travel,Delhi,PhonePe,0,1,0,2760.39,0,none,0,0,1,2.0977,0,0,0,8.664131064236113,3,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,1,0,0,4,1,0.1003
TXN0002123,USER0018,user18@ybl,merchant47@upi,2393.81,2025-10-13 18:15:08.799433,18,0,clothing,Mumbai,GPay,0,0,0,5652.12,0,none,0,0,1,0.4235,0,0,0,7.781059174756526,3,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0.1017
TXN0004695,USER0325,user325@ybl,merchant7@upi,565.58,2025-10-13 19:26:25.845796,19,0,fuel,Ahmedabad,AmazonPay,0,0,0,6602.94,0,none,0,0,0,0.0857,0,0,0,6.339618288503033,2,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,4,0.1
TXN0005044,USER0188,user188@oksbi,merchant39@upi,199.35,2025-10-13 20:11:47.854104,20,0,entertainment,Mumbai,BHIM,0,0,0,9056.19,0,none,0,0,0,0.022,0,0,0,5.300065837082154,1,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,3,0.1017
TXN0004835,USER0131,user131@upi,merchant30@upi,289.0,2025-10-13 20:20:09.850556,20,0,clothing,Ahmedabad,AmazonPay,0,0,0,4352.95,0,none,0,0,0,0.0664,0,0,0,5.66988092298052,1,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,4,0.1
TXN0006430,USER0492,user492@okaxis,merchant33@upi,1750.43,2025-10-13 20:27:41.879662,20,0,grocery,Jaipur,GPay,0,0,0,2227.98,0,none,0,0,0,0.7857,0,0,0,7.468187876095242,2,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0.1027
TXN0000750,USER0080,user80@upi,merchant76@upi,1723.28,2025-10-13 21:15:19.773190,21,0,utility,Jaipur,BHIM,0,0,0,7117.0,0,none,0,0,0,0.2421,0,0,0,7.452564851029115,2,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,3,0.1027
TXN0006540,USER0438,user438@okaxis,merchant10@upi,4498.39,2025-10-13 21:20:42.880794,21,0,utility,Jaipur,AmazonPay,0,0,0,1464.04,0,none,0,0,0,3.0726,0,0,0,8.411697111014371,3,1,0,2,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,4,0.1027
TXN0005024,USER0372,user372@okhdfcbank,merchant66@upi,4436.65,2025-10-13 21:40:34.853589,21,0,utility,Pune,AmazonPay,0,0,0,4419.5,0,none,0,0,0,1.0039,0,0,0,8.39788023602927,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,4,0.0986
TXN0008832,USER0101,user101@okhdfcbank,merchant158@upi,1486.15,2025-10-13 21:48:09.921927,21,0,grocery,Delhi,GPay,0,0,0,5967.3,0,none,0,0,0,0.249,0,0,0,7.304616815616134,2,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0.1003
TXN0006546,USER0283,user283@oksbi,merchant60@upi,12908.37,2025-10-13 21:56:11.880794,21,0,travel,Ahmedabad,BHIM,0,0,0,1556.82,0,none,0,0,0,8.2915,1,0,0,9.465708683269634,4,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,5,3,0.1
TXN0005365,USER0276,user276@okaxis,merchant68@upi,2550.35,2025-10-13 22:01:21.859696,22,0,fuel,Pune,PhonePe,1,0,0,6395.47,0,none,0,0,0,0.3988,0,0,0,7.844377909828211,3,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,1,0.0986
TXN0007994,USER0112,user112@oksbi,merchant137@upi,375.38,2025-10-13 22:19:20.908967,22,0,grocery,Lucknow,AmazonPay,0,0,0,5898.24,0,none,0,0,0,0.0636,0,0,0,5.930599271336707,1,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,4,0.1004
TXN0007411,USER0174,user174@upi,merchant153@upi,1029.86,2025-10-13 22:21:45.898216,22,0,travel,Hyderabad,GPay,0,0,0,5109.58,0,none,0,0,0,0.2016,0,0,0,6.938148684301931,2,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,2,0,0.1026
TXN0004045,USER0500,user500@oksbi,merchant103@upi,1645.57,2025-10-13 23:26:37.834107,23,0,utility,Jaipur,AmazonPay,0,0,1,1700.07,0,none,0,0,0,0.9679,0,0,0,7.406449615337244,2,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,4,0.1027
TXN0006251,USER0390,user390@upi,merchant70@upi,2802.63,2025-10-14 00:03:16.873629,0,1,utility,Delhi,GPay,0,0,1,10067.71,0,none,0,0,0,0.2784,0,0,0,7.938670285096812,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,0,0.1003
TXN0004816,USER0417,user417@oksbi,merchant167@upi,235.71,2025-10-14 00:08:43.849978,0,1,clothing,Chennai,GPay,0,0,1,2739.04,0,none,0,0,0,0.0861,0,0,0,5.4668357631983,1,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0.0956
TXN0001399,USER0192,user192@ybl,merchant141@upi,7025.29,2025-10-14 00:17:12.783854,0,1,travel,Bangalore,BHIM,0,0,1,5717.88,0,none,0,0,0,1.2287,0,0,0,8.857414107237279,3,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,2,3,0.1
TXN0003925,USER0224,user224@ibl,merchant200@upi,663.82,2025-10-14 00:54:42.834107,0,1,pharmacy,Bangalore,GPay,0,0,1,10132.04,0,none,0,0,0,0.0655,0,0,0,6.499516327324577,2,1,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0.1
TXN0001266,USER0458,user458@oksbi,merchant88@upi,874.03,2025-10-14 01:38:43.782848,1,1,pharmacy,Kolkata,PhonePe,0,0,1,2381.5,0,none,0,1,0,0.367,0,0,0,6.774258171484158,2,1,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0.0981
TXN0009007,USER0005,user5@ibl,merchant108@upi,663.84,2025-10-14 01:49:21.921927,1,1,entertainment,Hyderabad,GPay,0,0,1,4570.8,0,none,0,1,0,0.1452,0,0,0,6.4995464102029095,2,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,0,0.1026
TXN0006597,USER0452,user452@okaxis,merchant166@upi,279.22,2025-10-14 02:36:12.880794,2,1,restaurant,Jaipur,PhonePe,0,0,1,3440.8,0,none,0,1,0,0.0811,0,0,0,5.635575008943086,1,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0.1027
TXN0009499,USER0181,user181@ibl,merchant16@upi,653.58,2025-10-14 02:50:29.938170,2,1,utility,Lucknow,AmazonPay,0,0,1,2913.42,0,none,0,1,0,0.2243,0,0,0,6.483993808590856,2,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,4,0.1004
TXN0004302,USER0358,user358@upi,merchant21@upi,994.4,2025-10-14 03:49:16.840192,3,1,restaurant,Lucknow,BHIM,0,0,1,2602.64,0,none,0,1,0,0.3821,0,0,0,6.903144666424454,2,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,0,0,0,0,3,0.1004
TXN0000630,USER0414,user414@upi,merchant122@upi,4494.1,2025-10-14 04:02:31.770648,4,1,travel,Hyderabad,BHIM,0,0,1,3372.53,0,none,0,1,0,1.3326,0,0,0,8.410743193599307,3,1,0,1,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,1,5,3,0.1026
TXN0001085,USER0223,user223@okhdfcbank,merchant11@upi,210.47,2025-10-14 04:19:12.779333,4,1,pharmacy,Hyderabad,PhonePe,0,0,1,5444.09,0,none,0,1,0,0.0387,0,0,0,5.354083144453894,1,1,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0.1026
TXN0009005,USER0344,user344@okhdfcbank,merchant95@upi,467.47,2025-10-14 05:26:36.921927,5,1,fuel,Kolkata,Paytm,0,0,1,1591.12,0,none,0,0,0,0.2938,0,0,0,6.1494720654766555,1,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,2,0.0981
TXN0003646,USER0077,user77@okaxis,merchant69@upi,2299.3,2025-10-14 06:33:58.822117,6,1,utility,Ahmedabad,BHIM,0,0,0,3173.77,0,none,0,0,0,0.7245,0,0,0,7.740794828193973,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,3,0.1
TXN0001484,USER0151,user151@okhdfcbank,merchant110@upi,116.22,2025-10-14 06:51:14.783854,6,1,entertainment,Mumbai,PhonePe,0,0,0,516.68,0,none,0,0,0,0.2249,0,0,0,4.764052511048283,1,1,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,0,0,0,2,1,0.1017
TXN0009169,USER0080,user80@oksbi,merchant185@upi,3539.63,2025-10-14 06:54:28.930027,6,1,utility,Hyderabad,BHIM,0,0,0,5464.69,0,none,0,0,0,0.6477,0,0,0,8.172059956395428,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,3,0.1026
TXN0008069,USER0211,user211@ibl,merchant4@upi,1331.57,2025-10-14 07:04:31.910114,7,1,grocery,Delhi,BHIM,0,0,0,8082.4,0,none,0,0,0,0.1647,0,0,0,7.19486468749322,2,1,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,0,0,0,0,3,0.1003
TXN0002998,USER0104,user104@okaxis,merchant119@upi,17378.13,2025-10-14 07:20:55.815959,7,1,electronics,Jaipur,PhonePe,0,0,0,18048.2,0,none,0,0,0,0.9629,0,0,0,9.763025340029063,4,1,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,0,0,0,3,1,0.1027
TXN0000631,USER0308,user308@upi,merchant143@upi,1534.94,2025-10-14 07:52:30.770648,7,1,clothing,Jaipur,PhonePe,1,0,0,33152.61,0,none,0,0,0,0.0463,0,0,0,7.336897850444658,2,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,1,0.1027
TXN0003517,USER0069,user69@oksbi,merchant141@upi,728.86,2025-10-14 07:55:25.822117,7,1,restaurant,Lucknow,Paytm,0,0,0,1459.58,0,none,0,0,0,0.4994,0,0,0,6.5928527349282255,2,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,0,0,0,0,2,0.1004
TXN0000878,USER0394,user394@ibl,merchant44@upi,1838.34,2025-10-14 07:56:34.775313,7,1,clothing,Ahmedabad,GPay,0,0,0,1749.18,0,none,0,0,0,1.051,0,0,0,7.5171620906041845,2,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0.1
TXN0000531,USER0315,user315@okhdfcbank,merchant159@upi,4255.25,2025-10-14 08:06:39.769628,8,1,utility,Mumbai,Paytm,0,0,0,410.12,0,none,0,0,0,10.3756,1,0,0,8.356143769897823,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,4,2,0.1017
TXN0008764,USER0325,user325@okaxis,merchant83@upi,952.51,2025-10-14 08:46:50.921927,8,1,fuel,Bangalore,AmazonPay,0,0,0,8578.8,0,none,0,0,0,0.111,0,0,0,6.860149912662458,2,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,4,0.1
TXN0009639,USER0006,user6@upi,fraud35@upi,98873.59,2025-10-14 09:00:11.941350,9,1,unknown,Ahmedabad,PhonePe,1,1,0,6758.96,1,large_amount,0,0,1,14.6285,1,0,0,11.501607558411548,5,1,0,1,5,1,1,False,False,False,False,False,False,False,False,True,False,1,0,0,16,1,0.1
TXN0004319,USER0376,user376@upi,merchant116@upi,4981.32,2025-10-14 09:34:22.840192,9,1,utility,Hyderabad,BHIM,0,0,0,1269.93,0,none,0,0,1,3.9225,0,0,0,8.513650924991826,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,3,0.1026
TXN0001625,USER0272,user272@oksbi,merchant16@upi,2312.03,2025-10-14 09:47:09.790521,9,1,fuel,Chennai,GPay,0,0,0,394.26,0,none,0,0,1,5.8642,1,0,0,7.74631363231594,3,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,4,0,0.0956
TXN0009276,USER0008,user8@ibl,merchant30@upi,303.42,2025-10-14 10:09:56.930027,10,1,clothing,Lucknow,Paytm,0,0,0,7367.2,0,none,0,0,1,0.0412,0,0,0,5.718408326851521,1,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,0,0,0,1,2,0.1004
TXN0001986,USER0331,user331@ybl,merchant190@upi,459.29,2025-10-14 10:15:27.796901,10,1,fuel,Lucknow,GPay,0,0,0,12618.57,0,none,0,0,1,0.0364,0,0,0,6.131856725625224,1,1,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0.1004
TXN0000512,USER0405,user405@ybl,merchant168@upi,2646.83,2025-10-14 10:23:47.769628,10,1,utility,Delhi,PhonePe,0,0,0,972.05,0,none,0,0,1,2.7229,0,0,0,7.881495715600259,3,1,0,1,1,0,0,False,False,False,False,False,False,False,False,False,True,0,0,0,1,1,0.1003
TXN0004720,USER0156,user156@okaxis,merchant177@upi,14294.43,2025-10-14 10:32:42.847860,10,1,travel,Pune,AmazonPay,0,0,0,2517.73,0,none,0,0,1,5.6775,1,0,0,9.567695184751713,4,1,0,2,2,0,0,False,False,False,False,False,False,False,True,False,False,0,0,0,5,4,0.0986
